date,load,year,month,hour,day,lowtmep,hightemp,,
2016/12/3 7:00,0.199015,0,1,0.304347826,0.833333333,0.418604651,0.43902439,,
2016/12/3 8:00,0.212482,0,1,0.347826087,0.833333333,0.418604651,0.43902439,,
2016/12/3 9:00,0.216612,0,1,0.391304348,0.833333333,0.418604651,0.43902439,,
2016/12/3 10:00,0.217955,0,1,0.434782609,0.833333333,0.418604651,0.43902439,,
2016/12/3 11:00,0.217543,0,1,0.47826087,0.833333333,0.418604651,0.43902439,,
2016/12/3 12:00,0.202229,0,1,0.52173913,0.833333333,0.418604651,0.43902439,,
2016/12/3 13:00,0.213219,0,1,0.565217391,0.833333333,0.418604651,0.43902439,,
2016/12/3 14:00,0.222632,0,1,0.608695652,0.833333333,0.418604651,0.43902439,,
2016/12/3 15:00,0.210824,0,1,0.652173913,0.833333333,0.418604651,0.43902439,,
2016/12/3 16:00,0.218204,0,1,0.695652174,0.833333333,0.418604651,0.43902439,,
2016/12/3 17:00,0.230329,0,1,0.739130435,0.833333333,0.418604651,0.43902439,,
2016/12/3 18:00,0.220203,0,1,0.782608696,0.833333333,0.418604651,0.43902439,,
2016/12/3 19:00,0.203312,0,1,0.826086957,0.833333333,0.418604651,0.43902439,,
2016/12/3 20:00,0.198777,0,1,0.869565217,0.833333333,0.418604651,0.43902439,,
2016/12/3 21:00,0.191562,0,1,0.913043478,0.833333333,0.418604651,0.43902439,,
2016/12/3 22:00,0.166106,0,1,0.956521739,0.833333333,0.418604651,0.43902439,,
2016/12/3 23:00,0.166147,0,1,1,0.833333333,0.418604651,0.43902439,,
2016/12/4 0:00,0.190449,0,1,0,1,0.441860465,0.317073171,,
2016/12/4 1:00,0.187569,0,1,0.043478261,1,0.441860465,0.317073171,,
2016/12/4 2:00,0.179348,0,1,0.086956522,1,0.441860465,0.317073171,,
2016/12/4 3:00,0.170359,0,1,0.130434783,1,0.441860465,0.317073171,,
2016/12/4 4:00,0.179666,0,1,0.173913043,1,0.441860465,0.317073171,,
2016/12/4 5:00,0.178595,0,1,0.217391304,1,0.441860465,0.317073171,,
2016/12/4 6:00,0.197712,0,1,0.260869565,1,0.441860465,0.317073171,,
2016/12/4 7:00,0.194556,0,1,0.304347826,1,0.441860465,0.317073171,,
2016/12/4 8:00,0.204528,0,1,0.347826087,1,0.441860465,0.317073171,,
2016/12/4 9:00,0.210585,0,1,0.391304348,1,0.441860465,0.317073171,,
2016/12/4 10:00,0.211913,0,1,0.434782609,1,0.441860465,0.317073171,,
2016/12/4 11:00,0.21326,0,1,0.47826087,1,0.441860465,0.317073171,,
2016/12/4 12:00,0.204717,0,1,0.52173913,1,0.441860465,0.317073171,,
2016/12/4 13:00,0.20114,0,1,0.565217391,1,0.441860465,0.317073171,,
2016/12/4 14:00,0.22015,0,1,0.608695652,1,0.441860465,0.317073171,,
2016/12/4 15:00,0.215745,0,1,0.652173913,1,0.441860465,0.317073171,,
2016/12/4 16:00,0.216676,0,1,0.695652174,1,0.441860465,0.317073171,,
2016/12/4 17:00,0.240585,0,1,0.739130435,1,0.441860465,0.317073171,,
2016/12/4 18:00,0.235413,0,1,0.782608696,1,0.441860465,0.317073171,,
2016/12/4 19:00,0.222665,0,1,0.826086957,1,0.441860465,0.317073171,,
2016/12/4 20:00,0.207685,0,1,0.869565217,1,0.441860465,0.317073171,,
2016/12/4 21:00,0.204144,0,1,0.913043478,1,0.441860465,0.317073171,,
2016/12/4 22:00,0.184708,0,1,0.956521739,1,0.441860465,0.317073171,,
2016/12/4 23:00,0.182904,0,1,1,1,0.441860465,0.317073171,,
2016/12/5 0:00,0.214568,0,1,0,0,0.255813953,0.195121951,,
2016/12/5 1:00,0.20504,0,1,0.043478261,0,0.255813953,0.195121951,,
2016/12/5 2:00,0.196303,0,1,0.086956522,0,0.255813953,0.195121951,,
2016/12/5 3:00,0.194033,0,1,0.130434783,0,0.255813953,0.195121951,,
2016/12/5 4:00,0.179161,0,1,0.173913043,0,0.255813953,0.195121951,,
2016/12/5 5:00,0.195731,0,1,0.217391304,0,0.255813953,0.195121951,,
2016/12/5 6:00,0.22046,0,1,0.260869565,0,0.255813953,0.195121951,,
2016/12/5 7:00,0.212122,0,1,0.304347826,0,0.255813953,0.195121951,,
2016/12/5 8:00,0.221319,0,1,0.347826087,0,0.255813953,0.195121951,,
2016/12/5 9:00,0.217786,0,1,0.391304348,0,0.255813953,0.195121951,,
2016/12/5 10:00,0.228214,0,1,0.434782609,0,0.255813953,0.195121951,,
2016/12/5 11:00,0.221441,0,1,0.47826087,0,0.255813953,0.195121951,,
2016/12/5 12:00,0.211058,0,1,0.52173913,0,0.255813953,0.195121951,,
2016/12/5 13:00,0.220825,0,1,0.565217391,0,0.255813953,0.195121951,,
2016/12/5 14:00,0.239661,0,1,0.608695652,0,0.255813953,0.195121951,,
2016/12/5 15:00,0.236435,0,1,0.652173913,0,0.255813953,0.195121951,,
2016/12/5 16:00,0.236898,0,1,0.695652174,0,0.255813953,0.195121951,,
2016/12/5 17:00,0.234792,0,1,0.739130435,0,0.255813953,0.195121951,,
2016/12/5 18:00,0.241434,0,1,0.782608696,0,0.255813953,0.195121951,,
2016/12/5 19:00,0.219242,0,1,0.826086957,0,0.255813953,0.195121951,,
2016/12/5 20:00,0.21062,0,1,0.869565217,0,0.255813953,0.195121951,,
2016/12/5 21:00,0.197542,0,1,0.913043478,0,0.255813953,0.195121951,,
2016/12/5 22:00,0.179557,0,1,0.956521739,0,0.255813953,0.195121951,,
2016/12/5 23:00,0.173438,0,1,1,0,0.255813953,0.195121951,,
2016/12/6 0:00,0.201449,0,1,0,0.166666667,0.348837209,0.243902439,,
2016/12/6 1:00,0.19982,0,1,0.043478261,0.166666667,0.348837209,0.243902439,,
2016/12/6 2:00,0.208416,0,1,0.086956522,0.166666667,0.348837209,0.243902439,,
2016/12/6 3:00,0.197752,0,1,0.130434783,0.166666667,0.348837209,0.243902439,,
2016/12/6 4:00,0.190195,0,1,0.173913043,0.166666667,0.348837209,0.243902439,,
2016/12/6 5:00,0.206573,0,1,0.217391304,0.166666667,0.348837209,0.243902439,,
2016/12/6 6:00,0.218973,0,1,0.260869565,0.166666667,0.348837209,0.243902439,,
2016/12/6 7:00,0.208889,0,1,0.304347826,0.166666667,0.348837209,0.243902439,,
2016/12/6 8:00,0.216517,0,1,0.347826087,0.166666667,0.348837209,0.243902439,,
2016/12/6 9:00,0.222952,0,1,0.391304348,0.166666667,0.348837209,0.243902439,,
2016/12/6 10:00,0.228278,0,1,0.434782609,0.166666667,0.348837209,0.243902439,,
2016/12/6 11:00,0.240227,0,1,0.47826087,0.166666667,0.348837209,0.243902439,,
2016/12/6 12:00,0.22255,0,1,0.52173913,0.166666667,0.348837209,0.243902439,,
2016/12/6 13:00,0.221846,0,1,0.565217391,0.166666667,0.348837209,0.243902439,,
2016/12/6 14:00,0.243451,0,1,0.608695652,0.166666667,0.348837209,0.243902439,,
2016/12/6 15:00,0.23498,0,1,0.652173913,0.166666667,0.348837209,0.243902439,,
2016/12/6 16:00,0.2332,0,1,0.695652174,0.166666667,0.348837209,0.243902439,,
2016/12/6 17:00,0.24305,0,1,0.739130435,0.166666667,0.348837209,0.243902439,,
2016/12/6 18:00,0.234584,0,1,0.782608696,0.166666667,0.348837209,0.243902439,,
2016/12/6 19:00,0.217716,0,1,0.826086957,0.166666667,0.348837209,0.243902439,,
2016/12/6 20:00,0.211821,0,1,0.869565217,0.166666667,0.348837209,0.243902439,,
2016/12/6 21:00,0.199646,0,1,0.913043478,0.166666667,0.348837209,0.243902439,,
2016/12/6 22:00,0.178282,0,1,0.956521739,0.166666667,0.348837209,0.243902439,,
2016/12/6 23:00,0.174077,0,1,1,0.166666667,0.348837209,0.243902439,,
2016/12/7 0:00,0.205227,0,1,0,0.333333333,0.325581395,0.268292683,,
2016/12/7 1:00,0.199566,0,1,0.043478261,0.333333333,0.325581395,0.268292683,,
2016/12/7 2:00,0.205735,0,1,0.086956522,0.333333333,0.325581395,0.268292683,,
2016/12/7 3:00,0.201296,0,1,0.130434783,0.333333333,0.325581395,0.268292683,,
2016/12/7 4:00,0.209811,0,1,0.173913043,0.333333333,0.325581395,0.268292683,,
2016/12/7 5:00,0.205429,0,1,0.217391304,0.333333333,0.325581395,0.268292683,,
2016/12/7 6:00,0.232081,0,1,0.260869565,0.333333333,0.325581395,0.268292683,,
2016/12/7 7:00,0.235379,0,1,0.304347826,0.333333333,0.325581395,0.268292683,,
2016/12/7 8:00,0.242938,0,1,0.347826087,0.333333333,0.325581395,0.268292683,,
2016/12/7 9:00,0.242289,0,1,0.391304348,0.333333333,0.325581395,0.268292683,,
2016/12/7 10:00,0.233177,0,1,0.434782609,0.333333333,0.325581395,0.268292683,,
2016/12/7 11:00,0.243043,0,1,0.47826087,0.333333333,0.325581395,0.268292683,,
2016/12/7 12:00,0.224676,0,1,0.52173913,0.333333333,0.325581395,0.268292683,,
